日期,时间,CH1,CH2,CH3,CH4,CH5,CH6,COLD,,,
2025/8/8,8:37:15,177.47,197.47,185.09,91.93,109.85,78.54,24.95,,,
2025/8/8,8:37:17,177.37,197.49,185.43,91.87,109.87,78.68,24.95,,,
2025/8/8,8:37:19,177.21,197.47,185.66,91.82,109.87,78.85,24.95,,,
2025/8/8,8:37:21,177.09,197.46,186,91.81,109.7,79.12,24.94,,,
2025/8/8,8:37:23,177.03,197.43,186.31,91.76,109.59,79.15,24.95,,,
2025/8/8,8:37:25,176.9,197.44,186.62,91.73,109.6,79.29,24.95,,,
2025/8/8,8:37:27,176.78,197.43,186.83,91.68,109.53,79.45,24.94,,,
2025/8/8,8:37:29,176.71,197.38,187.13,91.68,109.6,79.51,24.94,,,
2025/8/8,8:37:31,176.53,197.4,187.44,91.62,109.54,79.56,24.94,,,
2025/8/8,8:37:33,176.43,197.38,187.63,91.48,109.37,79.75,24.94,,,
2025/8/8,8:37:35,176.34,197.34,187.9,91.31,109.26,79.87,24.94,,,
2025/8/8,8:37:37,176.21,197.34,188.18,91.25,109.12,79.87,24.94,,,
2025/8/8,8:37:39,176.08,197.33,188.37,91.14,109.2,79.87,24.94,,,
2025/8/8,8:37:41,175.99,197.31,188.65,91.09,109.46,79.85,24.94,,,
2025/8/8,8:37:43,175.84,197.31,188.91,91.06,109.56,79.85,24.93,,,
2025/8/8,8:37:45,175.71,197.33,189.11,91.07,109.79,79.87,24.93,,,
2025/8/8,8:37:47,175.65,197.38,189.38,91.07,109.84,79.89,24.93,,,
2025/8/8,8:37:49,175.53,197.43,189.68,91.09,109.84,80.04,24.93,,,
2025/8/8,8:37:51,175.46,197.4,189.91,91.06,109.79,80.26,24.93,,,
2025/8/8,8:37:53,175.4,197.43,190.28,91.09,109.84,80.5,24.94,,,
2025/8/8,8:37:55,175.3,197.43,190.65,91.09,109.78,80.64,24.94,,,
2025/8/8,8:37:57,175.15,197.44,190.91,91.06,109.7,80.67,24.94,,,
2025/8/8,8:37:59,175.08,197.46,191.31,90.95,109.89,80.93,24.94,,,
2025/8/8,8:38:01,174.96,197.46,191.69,90.87,109.7,81.01,24.93,,,
2025/8/8,8:38:03,174.87,197.5,192.02,90.87,109.84,81.06,24.94,,,
2025/8/8,8:38:05,174.81,197.53,192.43,90.79,109.65,81.06,24.94,,,
2025/8/8,8:38:07,174.68,197.53,192.87,90.79,109.65,81.07,24.94,,,
2025/8/8,8:38:09,174.53,197.59,193.28,90.79,109.71,81.29,24.93,,,
2025/8/8,8:38:11,174.41,197.63,193.58,90.79,109.82,81.59,24.93,,,
2025/8/8,8:38:13,174.31,197.65,194.03,90.81,109.65,81.68,24.93,,,
2025/8/8,8:38:15,174.22,197.71,194.43,90.84,109.6,82.06,24.94,,,
2025/8/8,8:38:17,174.06,197.68,194.69,90.79,109.45,82.31,24.93,,,
2025/8/8,8:38:19,173.97,197.68,195.09,90.76,109.6,82.51,24.93,,,
2025/8/8,8:38:21,173.84,197.69,195.43,90.73,109.54,82.59,24.93,,,
2025/8/8,8:38:23,173.71,197.66,195.66,90.6,108.98,82.81,24.93,,,
2025/8/8,8:38:25,173.62,197.62,196.03,90.43,108.75,82.93,24.93,,,
2025/8/8,8:38:27,173.49,197.62,196.36,90.4,108.93,82.98,24.93,,,
2025/8/8,8:38:29,173.37,197.66,196.56,90.34,108.92,83.06,24.93,,,
2025/8/8,8:38:31,173.27,197.65,196.87,90.23,108.67,83.03,24.93,,,
2025/8/8,8:38:33,173.16,197.65,197.15,90.2,108.54,83.09,24.93,,,
2025/8/8,8:38:35,173.03,197.65,197.38,90.15,108.45,83.29,24.93,,,
2025/8/8,8:38:37,172.94,197.68,197.71,90.01,108.5,83.46,24.93,,,
2025/8/8,8:38:39,172.81,197.68,198.05,89.93,108.43,83.54,24.93,,,
2025/8/8,8:38:41,172.68,197.65,198.31,89.87,108.48,83.65,24.93,,,
2025/8/8,8:38:43,172.61,197.65,198.69,89.79,108.68,83.71,24.93,,,
2025/8/8,8:38:45,172.46,197.65,199.11,89.73,108.85,83.78,24.93,,,
2025/8/8,8:38:47,172.37,197.68,199.43,89.75,109.01,83.68,24.94,,,
2025/8/8,8:38:49,172.25,197.69,199.9,89.73,108.93,83.59,24.94,,,
2025/8/8,8:38:51,172.13,197.75,200.41,89.78,109.04,83.54,24.94,,,
2025/8/8,8:38:53,172.02,197.84,201,89.76,109.28,83.56,24.94,,,
2025/8/8,8:38:55,171.91,197.9,201.41,89.75,109.28,83.68,24.94,,,
2025/8/8,8:38:57,171.86,197.96,202.06,89.73,109.29,83.73,24.94,,,
2025/8/8,8:38:59,171.75,198.02,202.72,89.7,109.28,83.9,24.94,,,
2025/8/8,8:39:01,171.65,198.06,203.19,89.65,109.26,84.06,24.94,,,
2025/8/8,8:39:03,171.58,198.13,203.9,89.59,109.29,84.29,24.94,,,
2025/8/8,8:39:05,171.47,198.21,204.61,89.59,108.93,84.32,24.94,,,
2025/8/8,8:39:07,171.38,198.25,205.09,89.6,108.87,84.62,24.94,,,
2025/8/8,8:39:09,171.31,198.34,205.78,89.57,108.76,84.93,24.94,,,
2025/8/8,8:39:11,171.21,198.38,206.52,89.54,108.81,85.34,24.94,,,
2025/8/8,8:39:13,171.12,198.4,206.96,89.51,108.9,85.59,24.94,,,
2025/8/8,8:39:15,171.06,198.4,207.68,89.46,109,85.68,24.94,,,
2025/8/8,8:39:17,170.96,198.4,208.36,89.39,108.93,85.7,24.94,,,
2025/8/8,8:39:19,170.87,198.38,208.81,89.29,108.76,85.98,24.94,,,
2025/8/8,8:39:21,170.84,198.41,209.52,89.26,108.93,86.31,24.94,,,
2025/8/8,8:39:23,170.78,198.46,210.18,89.21,109.09,86.51,24.94,,,
2025/8/8,8:39:25,170.72,198.5,210.65,89.15,109.07,86.85,24.94,,,
2025/8/8,8:39:27,170.66,198.52,211.31,89.09,108.95,87.14,24.94,,,
2025/8/8,8:39:29,170.59,198.58,211.99,89.09,109.04,87.29,24.94,,,
2025/8/8,8:39:31,170.52,198.68,212.44,89.06,109.18,87.45,24.94,,,
2025/8/8,8:39:33,170.44,198.72,213.09,89.03,108.93,87.32,24.95,,,
2025/8/8,8:39:35,170.36,198.78,213.74,89.04,108.93,87.39,24.95,,,
2025/8/8,8:39:37,170.25,198.87,214.21,89.04,108.87,87.73,24.95,,,
2025/8/8,8:39:39,170.24,198.9,214.84,88.96,108.65,88,24.95,,,
2025/8/8,8:39:41,170.12,198.91,215.5,88.9,108.62,87.98,24.95,,,
2025/8/8,8:39:43,170.03,198.97,215.9,88.87,108.56,88.15,24.95,,,
2025/8/8,8:39:45,169.96,199.05,216.56,88.81,108.67,88.54,24.96,,,
2025/8/8,8:39:47,169.9,199.12,217.15,88.71,108.84,88.65,24.96,,,
2025/8/8,8:39:49,169.84,199.18,217.68,88.7,109.04,88.79,24.96,,,
2025/8/8,8:39:51,169.75,199.18,218.03,88.7,109.2,88.89,24.96,,,
2025/8/8,8:39:53,169.65,199.22,218.55,88.73,109.06,88.87,24.96,,,
2025/8/8,8:39:55,169.56,199.25,219.03,88.78,109,88.73,24.96,,,
2025/8/8,8:39:57,169.25,199.28,219.33,88.81,109.21,88.56,24.96,,,
2025/8/8,8:39:59,169.13,199.37,219.77,88.82,109.48,88.28,24.97,,,
2025/8/8,8:40:01,169,199.46,220.22,88.84,109.62,87.89,24.97,,,
2025/8/8,8:40:03,168.87,199.52,220.49,88.87,109.76,87.57,24.97,,,
2025/8/8,8:40:05,168.8,199.61,220.93,88.9,109.87,87.46,24.98,,,
2025/8/8,8:40:07,168.71,199.63,221.3,88.87,109.96,87.29,24.98,,,
2025/8/8,8:40:09,168.61,199.68,221.55,88.84,110.23,87.07,24.98,,,
2025/8/8,8:40:11,168.53,199.69,221.87,88.79,110.34,86.81,24.98,,,
2025/8/8,8:40:13,168.44,199.68,222.18,88.75,110.43,86.46,24.98,,,
2025/8/8,8:40:15,168.36,199.72,222.37,88.65,110.29,86.09,24.98,,,
2025/8/8,8:40:17,168.28,199.71,222.61,88.56,110.1,86.04,24.98,,,
2025/8/8,8:40:19,168.19,199.75,222.84,88.51,110.09,86.01,24.98,,,
2025/8/8,8:40:21,168.09,199.75,222.99,88.5,110.12,85.79,24.98,,,
2025/8/8,8:40:23,168.02,199.75,223.15,88.46,110.4,85.48,24.98,,,
2025/8/8,8:40:25,167.94,199.71,223.33,88.43,110.48,85.17,24.99,,,
2025/8/8,8:40:27,167.87,199.69,223.43,88.4,110.64,84.54,24.99,,,
2025/8/8,8:40:29,167.81,199.65,223.59,88.39,110.73,83.93,24.99,,,
2025/8/8,8:40:31,167.72,199.63,223.74,88.37,110.79,83.51,24.99,,,
2025/8/8,8:40:33,167.63,199.62,223.87,88.39,110.84,82.9,25,,,
2025/8/8,8:40:35,167.53,199.61,223.97,88.31,110.79,82.4,25,,,
2025/8/8,8:40:37,167.46,199.61,224.09,88.26,110.82,81.98,25,,,
2025/8/8,8:40:39,167.37,199.53,224.22,88.29,110.89,81.46,25,,,
2025/8/8,8:40:41,167.25,199.52,224.31,88.28,110.87,80.85,25,,,
2025/8/8,8:40:43,167.19,199.41,224.4,88.25,110.93,80.43,25,,,
2025/8/8,8:40:45,167.09,199.34,224.53,88.2,111.09,79.82,25,,,
2025/8/8,8:40:47,167,199.28,224.62,88.2,111.29,79.09,25,,,
2025/8/8,8:40:49,166.94,199.19,224.75,88.23,111.53,78.34,25,,,
2025/8/8,8:40:51,166.84,199.12,224.84,88.26,111.67,77.76,25,,,
2025/8/8,8:40:53,166.72,199.06,224.9,88.29,111.78,77.03,25,,,
2025/8/8,8:40:55,166.65,199.03,225.02,88.26,111.89,76.31,25,,,
2025/8/8,8:40:57,166.52,198.96,225.12,88.29,111.98,75.89,25.01,,,
2025/8/8,8:40:59,166.41,198.87,225.18,88.28,111.96,75.26,25.01,,,
2025/8/8,8:41:01,166.34,198.81,225.25,88.25,111.98,74.84,25.01,,,
2025/8/8,8:41:03,166.25,198.75,225.36,88.26,112.01,74.65,25.01,,,
2025/8/8,8:41:05,166.12,198.66,225.4,88.25,112.04,74.21,25.01,,,
2025/8/8,8:41:07,166.02,198.61,225.46,88.26,112.18,73.81,25.02,,,
2025/8/8,8:41:09,165.9,198.5,225.5,88.2,112.17,73.43,25.02,,,
2025/8/8,8:41:11,165.78,198.38,225.55,88.17,111.84,73,25.02,,,
2025/8/8,8:41:13,165.66,198.31,225.61,88.07,111.81,72.51,25.02,,,
2025/8/8,8:41:15,165.62,198.21,225.66,88.06,111.93,72.37,25.03,,,
2025/8/8,8:41:17,165.47,198.12,225.71,88.01,111.98,72.06,25.03,,,
2025/8/8,8:41:19,165.34,197.99,225.69,87.9,111.93,71.65,25.02,,,
2025/8/8,8:41:21,165.27,197.9,225.75,87.81,111.84,71.34,25.03,,,
2025/8/8,8:41:23,165.09,197.77,225.75,87.73,111.79,70.95,25.02,,,
2025/8/8,8:41:25,164.96,197.71,225.78,87.65,111.76,70.46,25.03,,,
2025/8/8,8:41:27,164.87,197.65,225.8,87.51,111.71,70.1,25.03,,,
2025/8/8,8:41:29,164.78,197.49,225.81,87.45,111.87,69.76,25.03,,,
2025/8/8,8:41:31,164.66,197.36,225.81,87.37,111.93,69.31,25.03,,,
2025/8/8,8:41:33,164.59,197.21,225.8,87.31,111.96,68.98,25.03,,,
2025/8/8,8:41:35,164.47,197.06,225.78,87.26,111.96,68.59,25.04,,,
2025/8/8,8:41:37,164.38,196.99,225.78,87.2,112.09,68.34,25.04,,,
2025/8/8,8:41:39,164.28,196.84,225.77,87.09,111.82,68.14,25.04,,,
2025/8/8,8:41:41,164.18,196.71,225.74,87.01,111.75,67.85,25.04,,,
2025/8/8,8:41:43,164.08,196.55,225.71,86.98,111.4,67.59,25.04,,,
2025/8/8,8:41:45,164.02,196.47,225.68,86.95,111.37,67.48,25.05,,,
2025/8/8,8:41:47,163.9,196.31,225.62,86.82,111.17,67.29,25.04,,,
2025/8/8,8:41:49,163.8,196.15,225.58,86.73,111.04,66.95,25.04,,,
2025/8/8,8:41:51,163.69,196.05,225.53,86.62,110.81,66.76,25.04,,,
2025/8/8,8:41:53,163.61,195.84,225.47,86.54,110.71,66.51,25.04,,,
2025/8/8,8:41:55,163.49,195.68,225.41,86.42,110.81,66.34,25.04,,,
2025/8/8,8:41:57,163.31,195.59,225.37,86.35,110.82,66.29,25.04,,,
2025/8/8,8:41:59,163.22,195.46,225.31,86.31,110.9,66.12,25.04,,,
2025/8/8,8:42:01,163.11,195.34,225.25,86.29,110.93,65.81,25.05,,,
2025/8/8,8:42:03,162.93,195.21,225.19,86.26,110.9,65.48,25.05,,,
2025/8/8,8:42:05,162.84,195.06,225.12,86.26,110.9,65.32,25.05,,,
2025/8/8,8:42:07,162.69,194.96,225.02,86.26,110.84,65.06,25.05,,,
2025/8/8,8:42:09,162.55,194.88,224.94,86.2,110.87,64.79,25.06,,,
2025/8/8,8:42:11,162.44,194.74,224.86,86.12,110.98,64.59,25.06,,,
2025/8/8,8:42:13,162.3,194.58,224.77,86.06,110.95,64.18,25.06,,,
2025/8/8,8:42:15,162.13,194.47,224.69,85.95,110.95,64.1,25.06,,,
2025/8/8,8:42:17,162.03,194.28,224.59,85.84,111.01,63.95,25.06,,,
2025/8/8,8:42:19,161.9,194.12,224.5,85.7,110.89,63.85,25.06,,,
2025/8/8,8:42:21,161.75,193.96,224.4,85.64,110.51,63.45,25.06,,,
2025/8/8,8:42:23,161.65,193.81,224.28,85.54,110.23,63.09,25.06,,,
2025/8/8,8:42:25,161.53,193.68,224.18,85.5,110.34,62.95,25.07,,,
2025/8/8,8:42:27,161.4,193.5,224.06,85.43,110.28,62.82,25.07,,,
2025/8/8,8:42:29,161.28,193.4,223.96,85.39,110.21,62.77,25.07,,,
2025/8/8,8:42:31,161.15,193.27,223.81,85.34,110.17,62.74,25.07,,,
